Id;Nombre;"Tipo de sede";Provincia;Localidad;Dirección;Web;"Cantidad salones";"Cantidad pabellones";"Metros cuadrados cubiertos";"Metros cuadrados descubiertos";"Capacidad maxima auditorio";"Capacidad maxima escuela";"Capacidad maxima recepcion";"Capacidad maxima banquete";"Sede registrada oficialmente";"Fecha de baja";Latlon;"Recurso sostenibilidad agua";"Recurso sostenibilidad energia";"Recurso sostenibilidad residuos";"¿Cuál otra?";"Certificacion ambiental";¿Cuál?;"¿Cuál otra?";"Responsabilidad social";"Condicion accesibilidad universal";"¿Cuál otra?";"Condicion accesibilidad sensorial";"¿Cuál otra?";"Personal conocimiento lengua senias"
6845;"Club Hípico";"Club/Centro Deportivo";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
6846;"Estadio cubierto Arena Aconcagua";Estadio;Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
6847;"Municipalidad de Maipu";Auditorio/Sala;Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
6848;"Museo del Vino y la Vendimia";Museo;Mendoza;MENDOZA;;;;;;;;;;;;2019-11-15;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
6849;"Poder Judicial";Auditorio/Sala;Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
6850;"Sindicato Argentino de Televisión";Auditorio/Sala;Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
6851;"Teatro Selectro";Teatro/Cine;Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
7157;"ESCUELA FAUSTO BURGO";"Universidad/Centro de Estudio";Mendoza;"SAN RAFAEL";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
7183;"MINISTERIO VIDA Y PAZ";"Casa Religiosa/Iglesia";Mendoza;"SAN RAFAEL";"OLASCOAGA 600";/www.vidaypaz.org;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
7280;"Colegio Notarial San Rafael";Auditorio/Sala;Mendoza;"SAN RAFAEL";;;1;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
7295;"Auditorio del Poder Judicial";Auditorio/Sala;Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
7296;"Bodega Passionate Wine";"Bodega/Restaurante/Club Nocturno";Mendoza;TUPUNGATO;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
7297;"Casa de la Cultura Juanita Vera y CEIL";"Centro Cultural";Mendoza;"VILLA TULUMAYA";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
7298;"Hospital Jose Nestor Lencinas";"Hospital/Centro Médico";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
7310;"Instituto de Educación Superior 9-007 Dr. Salvador Calafat";"Universidad/Centro de Estudio";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
7311;"Museo Juan Cornelio Moyano";Museo;Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
7312;"Parque Cívico";"Aire libre";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
7338;"Paso Pehuenche";"Aire libre";Mendoza;MALARGUE;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
7343;"hostal de los andes";Hotel;Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
7362;"Auditorio Poder Judicial";"Salón/Casa de Eventos";Mendoza;"SAN RAFAEL";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
7371;"VILLA SANTA CLARA DEL ATUEL";"Establecimiento Rural";Mendoza;"SAN RAFAEL";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
7388;"Instituto Gastronómico Internacional";"Hospital/Centro Médico";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
7390;"Bodegas Caro";"Bodega/Restaurante/Club Nocturno";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
7391;"Predio Ferial FERIAGRO";"Predio Ferial";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
7750;"Casa de Retiro de Nuestra Señora del Tránsito";"Casa Religiosa/Iglesia";Mendoza;LUNLUNTA;"Franklin Villanueva y Maza (5517)";;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
7782;"Centro de Congresos y Exposiciones. Auditorio Ángel Bustelo.";"Centro de Convenciones";Mendoza;MENDOZA;;;9;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8352;"Hotel Casino Cóndor de los Andes";Hotel;Mendoza;GUAYMALLEN;"boulevard Pérez Cuesta esquina acceso Este";;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8354;"Bodega Zuccardi";"Bodega/Restaurante/Club Nocturno";Mendoza;"SAN CARLOS";"Costa Canal Uco s/n - Paraje Altamira, San Carlos, Mendoza";https://zuccardiwines.com/;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8355;"Bodega Krontiras Wines";"Bodega/Restaurante/Club Nocturno";Mendoza;"LUJAN DE CUYO";"Olavarría 4900, Luján de Cuyo, Mendoza";https://www.krontiraswines.com/bodega-krontiras/;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8357;"Andino Tenis Club";"Club/Centro Deportivo";Mendoza;MENDOZA;"Av. Boulogne Sur Mer 1230";;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8359;"Universidad Católica Argentina - Sede Mendoza";"Universidad/Centro de Estudio";Mendoza;"GODOY CRUZ";"Uruguay 750";https://uca.edu.ar/es/facultades/facultad-de-humanidades-y-ciencias-economicas;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8360;"Polideportivo Juan Domingo Ribosqui";"Club/Centro Deportivo";Mendoza;MAIPU;;;;;;;;;;;;;-32.9767085,-68.7965523,17;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8361;"Cine Teatro Imperial";Teatro/Cine;Mendoza;MAIPU;"Pablo Pescara 323";;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8362;"Royal Princess - Hoteles Gold";Hotel;Mendoza;MENDOZA;"25 DE MAYO 777 - MENDOZA - ARGENTINA";https://hotelroyalprincess.com.ar/;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8364;"Centro Cultural de Eugenio Bustos";"Centro de Convenciones";Mendoza;TUNUYAN;"Padre Ambrosio Bonfanti 169";;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8366;"Polideportivo Luján de Cuyo";"Club/Centro Deportivo";Mendoza;"LUJAN DE CUYO";"FranciscoEvans 1148";;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8367;"Cerro Arco";"Aire libre";Mendoza;"LAS HERAS";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8368;"Bodega Artesanal L'Orange";"Bodega/Restaurante/Club Nocturno";Mendoza;"CHACRAS DE CORIA";"Alem 5170";https://www.instagram.com/lorangelove/;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8370;"Cine Teatro Antonio Lafalla";Teatro/Cine;Mendoza;"CIUDAD DE GENERAL ALVEAR";"Av. Alvear Oeste 437";https://cineteatrolafalla.alvearmendoza.gob.ar/;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8374;"Edificio Margarita Malharro de Torres";Auditorio/Sala;Mendoza;MENDOZA;"P.º Sarmiento 247";;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8377;"Torre Emilia RedCouch";Auditorio/Sala;Mendoza;MENDOZA;"Emilio Civil 484";;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8378;"Casona Perdriel";"Salón/Casa de Eventos";Mendoza;PERDRIEL;"San Martín 2892";;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8379;"Colegio Congreso";"Universidad/Centro de Estudio";Mendoza;GUAYMALLEN;"Av. Bandera de los Andes 1009";;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8380;"Facultad Don Bosco de Enología y Ciencias de la Alimentación";"Universidad/Centro de Estudio";Mendoza;MAIPU;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8382;"Caja de Previsión de Salud";"Hospital/Centro Médico";Mendoza;MENDOZA;"Av. Peltier y San Martín";;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8383;"Instituto de Desarrollo Industrial Tecnológico y de Servicios (IDITS)";"Centro de Convenciones";Mendoza;"GODOY CRUZ";"Rafael Cubillos 2056";;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8384;"Baquiano Restaurante Criollo";"Bodega/Restaurante/Club Nocturno";Mendoza;"VILLA TULUMAYA";"RP24, Villa Tulumaya";;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8385;"Departamento General de Irrigación";"Establecimiento Rural";Mendoza;MONTECASEROS;"Costa Canal Km. 4.5";;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8390;"Instituto Universitario de Seguridad Pública";"Universidad/Centro de Estudio";Mendoza;"GODOY CRUZ";"Salta 672, M5501 Godoy Cruz, Mendoza";;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8393;IMPSA;Otro;Mendoza;"GODOY CRUZ";"Carril Rodríguez Peña 2451, M5503 Godoy Cruz, Mendoza";https://www.impsa.com/quienes-somos/impsa/;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8394;"Polo Judicial de Mendoza.";Auditorio/Sala;Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8396;"Asociación de Psicoanálisis de Pareja, Familia y Grupo";"Hospital/Centro Médico";Mendoza;"GODOY CRUZ";"Maipú 235 Oficina 19";https://parejafamiliagrupo.org.ar/;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8397;"Sagrada Cocina";"Bodega/Restaurante/Club Nocturno";Mendoza;"LUJAN DE CUYO";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8399;"Auditorio Municipal De Tunuyan";Auditorio/Sala;Mendoza;TUNUYAN;"Leandro N. Alem 748";;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8400;"Campus Barcala";Auditorio/Sala;Mendoza;MENDOZA;"Av. Perú 1841";https://www.campusbarcala.com/;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8401;"Escuela Técnica de la Universidad de Mendoza (ETec)";"Universidad/Centro de Estudio";Mendoza;"GODOY CRUZ";"Perito Moreno 2397";;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8402;"Polideportivo Nicolino Loche";"Club/Centro Deportivo";Mendoza;GUAYMALLEN;"Amigorena 6950";;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8403;"Hospital El Carmen";"Hospital/Centro Médico";Mendoza;"GODOY CRUZ";"Godoy Cruz";;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8404;"Estadio Leopoldo Brozovix";"Club/Centro Deportivo";Mendoza;RIVADAVIA;"QGXF+5X, Rivadavia, Mendoza";;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8408;"Museo Carlos Alonso - Mansión Stoppel";"Salón/Casa de Eventos";Mendoza;MENDOZA;"Emilio Civit";;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8409;"Mendoza Rugby Club";"Club/Centro Deportivo";Mendoza;GUAYMALLEN;"Mathus Hoyos 4247";;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8414;"Estadio Ciudad de Godoy Cruz";Estadio;Mendoza;"GODOY CRUZ";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8415;"Bodega Vistandes";"Bodega/Restaurante/Club Nocturno";Mendoza;MAIPU;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8418;"SUM Colegio de Veterinarios de Mendoza.";"Universidad/Centro de Estudio";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8420;"Estación Experimental Agropecuaria Junín INTA";"Predio Ferial";Mendoza;JUNIN;"Isidoro Busquet s/n, La Colonia";;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8425;"Salon de Fiestas El Paseo";"Salón/Casa de Eventos";Mendoza;MAIPU;"J. A. Maza 766 m5515";;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8426;"Centro Tradicionalista La Celia";"Centro de Convenciones";Mendoza;"SAN CARLOS";"6W9H+2W, Eugenio Bustos";;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8428;Wakapi;Otro;Mendoza;"GODOY CRUZ";"Av. San Martín 1175, M5501 Godoy Cruz";;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8430;"Municipio de Lavalle";"Salón/Casa de Eventos";Mendoza;"VILLA TULUMAYA";"Beltrán 37";;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8433;"Gimnasio Xtraining";"Club/Centro Deportivo";Mendoza;"SAN RAFAEL";;;1;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8435;"Universidad Champagnat - Sede San Rafael";"Universidad/Centro de Estudio";Mendoza;"SAN RAFAEL";"Av. El Libertador 150";;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8438;"Frutas Escartín";Otro;Mendoza;"CIUDAD DE GENERAL ALVEAR";"Bowen, Mendoza";https://frutasescartin.com.ar/;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8444;"Centro Verde";Otro;Mendoza;"LAS HERAS";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8446;"Teatro Griego Frank Romero Day";Teatro/Cine;Mendoza;MENDOZA;"Subida Cerro de la Gloria";https://www.mendoza.gov.ar/cultura/;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8448;"Escuela 4-025";"Universidad/Centro de Estudio";Mendoza;"LOS CORRALITOS";"Severo del Castillo 4174";;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8449;"Finca Los Almendros";"Establecimiento Rural";Mendoza;MAIPU;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8450;"Polideportivo Lavalle";"Club/Centro Deportivo";Mendoza;"VILLA TULUMAYA";"C. Belgrano 215";;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8452;"cruz roja san rafael";Auditorio/Sala;Mendoza;"SAN RAFAEL";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8454;"Centro Regional de Desarrollo Tecnológico ""Los Reyunos""";"Universidad/Centro de Estudio";Mendoza;"SAN RAFAEL";"ruta 150, Los Reyunos, Villa 25 de Mayo, San Rafael";https://www.reyunos.utn.edu.ar/?cur=ARS;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8455;"Espacio Flor Blanca (Calle José Braña 1735)";"Aire libre";Mendoza;"SAN RAFAEL";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8456;"Plaza Departamental Bernardino Rivadavia";Otro;Mendoza;RIVADAVIA;"San Isidro, M5577 Rivadavia, Mendoza";;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8461;"Plaza de Godoy Cruz";"Aire libre";Mendoza;"GODOY CRUZ";"Calle Perito Moreno & Rivadavia";;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8471;"Centro Teosófico de San Rafael";Otro;Mendoza;"SAN RAFAEL";;http://www.sociedadteosofica.org.ar/;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8473;"Esc. 4-021 Martin Guemes - La Llave";Otro;Mendoza;"LA LLAVE";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8474;"CLUB BANCO MENDOZA";"Salón/Casa de Eventos";Mendoza;"SAN RAFAEL";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8475;"KM 0 - San Rafael";"Aire libre";Mendoza;"SAN RAFAEL";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8476;"Auditorio del Palacio de Tribunales de San Rafael";Auditorio/Sala;Mendoza;"SAN RAFAEL";;https://colejus.com.ar/?option=com_content&view=article&id=1685%3Areunion-abierta-02-07-2015&catid=88%3Acomision-de-jovenes-abogados&Itemid=403;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8477;"Plaza Francia - San Rafael";"Aire libre";Mendoza;"SAN RAFAEL";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8478;"Instituto Profesorado de Arte - San Rafael";"Universidad/Centro de Estudio";Mendoza;"SAN RAFAEL";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8489;"Tree House Hostel";Hotel;Mendoza;"SALTO DE LAS ROSAS";"Ruta Nacional 143 - Km 497";"https://www.booking.com/searchresults.es.html?aid=311839&label=treehouse-hostel-5fX0lsocON64NoHggO3muQS175890418065%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-296006567449%3Alp1000095%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YasQqy722txiCD_GKCoqnfQ&sid=2fe293ec4726f15dee4de7f718b0f59b&city=-1011512&expand_sb=1&highlighted_hotels=907875&hlrd=no_dates&keep_landing=1&redirected=1&source=hotel&gclid=Cj0KCQiAiJSeBhCCARIsAHnAzT_d3wE_1vMrZcrzjMtq58QM4pxrxJlcAWznMmJaVpIiGF6XL8jTnlUaAineEALw_wcB&room1=A,A,;";;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8491;"Plaza Italia - San Rafael";"Aire libre";Mendoza;"SAN RAFAEL";https://www.google.com/maps/place/Plaza+Italia/@-34.6068457,-68.3563261,15z/data=!4m2!3m1!1s0x0:0xf45ac3c26ebd1717?sa=X&ved=2ahUKEwitl57uocz8AhWzH7kGHfeVARAQ_BJ6BAhGEAg;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8492;"Club Banco Nación";"Club/Centro Deportivo";Mendoza;"CIUDAD DE GENERAL ALVEAR";"Roque Sáenz Peña s/n";;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8493;"Autodromo ASA - San Rafael";"Club/Centro Deportivo";Mendoza;"SAN RAFAEL";https://www.google.com/search?q=aut%C3%B3dromo%20ciudad%20de%20san%20rafael&sxsrf=AJOqlzVV7ys1nSYYAJPEbnjV75pJH1Oxfg:1673879014811&ei=5F3FY_jAA5W95OUPxJqroA4&ved=2ahUKEwjNosygpcz8AhXpDrkGHUmSCjQQvS56BAgKEAE&uact=5&oq=aut%C3%B3dromo+ciudad+de+san+rafael&gs;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8494;"Municipalidad de General Alvear";Otro;Mendoza;"CIUDAD DE GENERAL ALVEAR";"Av. Alvear Oeste 550";;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8495;"Mirlo cafe bar";"Bodega/Restaurante/Club Nocturno";Mendoza;"VILLA TULUMAYA";"José Adriano Pujadas 54";;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8496;"Centro Patrimonial y Artístico Cristoforo Colombo";"Centro de Convenciones";Mendoza;"GODOY CRUZ";"Antonio Tomba 246";;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8497;"Rancho Cultural La Condorera - San Rafael";"Centro Cultural";Mendoza;"25 DE MAYO";https://www.google.com/maps/place/Rancho+Cultural+.+La+condorera/@-34.58063,-68.5455102,17z/data=!4m5!3m4!1s0x96797525ebeaed35:0x5e8901917a9a208b!8m2!3d-34.58063!4d-68.5433215?hl=es;https://www.facebook.com/marianoalfredosabez/;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8501;"Nevado Golf Club - San Rafael";Hotel;Mendoza;"SAN RAFAEL";"Bianchi y Las Vírgenes del distrito Las Paredes";;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8502;"Polideportivo N°2";"Club/Centro Deportivo";Mendoza;"SAN RAFAEL";https://www.google.com/maps/place/Polideportivo+Municipal+No.2/@-34.621874,-68.3335947,14z/data=!4m5!3m4!1s0x9679a80e3f20989b:0x6788ef201e446467!8m2!3d-34.6347686!4d-68.3234975;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8504;"Auditorio Margarita Malharro de Torres de la Legislatura Provincial.";Auditorio/Sala;Mendoza;MENDOZA;"Peatonal Sarmiento y Patricias Mendocinas";;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8510;"Anfiteatro Municipal Tunuyan";Auditorio/Sala;Mendoza;TUNUYAN;"H. Cuadros 1251";;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8522;"Cine Ducal";Teatro/Cine;Mendoza;RIVADAVIA;"Lavalle 740, Mendoza";;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8537;"Estación Benegas";"Aire libre";Mendoza;"GODOY CRUZ";"Av. San Martín Sur 2375";;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8538;"Centro cultural Pascual Lauriente - Municipalidad de Guaymallén";"Centro de Convenciones";Mendoza;GUAYMALLEN;"Av. Bandera de los Andes 8956";;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8551;"Cine Real Teatro Municipal de La Consulta";Teatro/Cine;Mendoza;"LA CONSULTA";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8552;"Mendoza Plaza Shopping";"Shopping/Centro Comercial";Mendoza;GUAYMALLEN;"Av. de Acceso Este 3280";http://www.mendozaplazashopping.com/;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8553;"Gimnasio N°9";"Club/Centro Deportivo";Mendoza;"LAS HERAS";"Bombal y Los Pimientos - Barrio Cementista";;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8554;"Parque de la Familia";"Aire libre";Mendoza;"LAS HERAS";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8556;"Academia Sinergia";Otro;Mendoza;"SAN RAFAEL";"Emilio Civit 55";https://www.sinergiasr.com.ar/;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8557;"Plaza Gral San Martin";"Aire libre";Mendoza;"SAN CARLOS";"San Martín 200, La Consulta";;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8559;"Escuela secundaria 4-206 Mapu Mahuida";"Universidad/Centro de Estudio";Mendoza;"RIO GRANDE";"Peregrina Cantos s/n de Bardas Blancas";;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8560;"Dirección de Turismo Malargüe";"Aire libre";Mendoza;MALARGUE;"Pasaje la Orteguina";;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8561;"Campus Educativo";"Universidad/Centro de Estudio";Mendoza;MALARGUE;"Rosario Vera Peñaloza, Fray Luis Beltrán Oeste &, Malargüe";;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8562;"Predio Fiesta";"Aire libre";Mendoza;"SANTA ROSA";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8564;"Espacio Arizu";"Centro Cultural";Mendoza;"GODOY CRUZ";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8565;"Calle Laprida";"Aire libre";Mendoza;TUPUNGATO;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8566;"Polideportivo Eugenio Bustos";"Club/Centro Deportivo";Mendoza;"SAN CARLOS";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8567;"Globant Mendoza";Otro;Mendoza;MENDOZA;"50 Gutiérrez BZA, Mendoza";;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8568;"Cerro Aconcagua";"Aire libre";Mendoza;"LAS HERAS";"Ruta Nacional 7";;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8704;"Parque Recreativo Dueño del Sol";"Aire libre";Mendoza;JUNIN;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8706;"Auditorio Municipal de Santa Rosa";Otro;Mendoza;"SANTA ROSA";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8712;"Parque de la Familia";"Aire libre";Mendoza;"VILLA TULUMAYA";"Calle Hipólito Yrigoyen";;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8713;"Predio Gaucho";"Aire libre";Mendoza;MALARGUE;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8715;"Archivo General";Museo;Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8718;"Paseo Los Robles";"Aire libre";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8719;"Espacio ECoS de la Municipalidad";Auditorio/Sala;Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8720;"Sala Amarilla de la Municipalidad de Mendoza";Auditorio/Sala;Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8721;"Paseo de la Patria";"Aire libre";Mendoza;"CIUDAD DE SAN MARTIN";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8722;"Paso Planchon Vergara";"Aire libre";Mendoza;MALARGUE;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8724;"Tótem Boulevard";"Aire libre";Mendoza;"CIUDAD DE SAN MARTIN";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8725;"Casa Serú";Otro;Mendoza;GUAYMALLEN;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
