Id;Nombre;"Tipo de sede";Provincia;Localidad;Dirección;Web;"Cantidad salones";"Cantidad pabellones";"Metros cuadrados cubiertos";"Metros cuadrados descubiertos";"Capacidad maxima auditorio";"Capacidad maxima escuela";"Capacidad maxima recepcion";"Capacidad maxima banquete";"Sede registrada oficialmente";"Fecha de baja";Latlon;"Recurso sostenibilidad agua";"Recurso sostenibilidad energia";"Recurso sostenibilidad residuos";"¿Cuál otra?";"Certificacion ambiental";¿Cuál?;"¿Cuál otra?";"Responsabilidad social";"Condicion accesibilidad universal";"¿Cuál otra?";"Condicion accesibilidad sensorial";"¿Cuál otra?";"Personal conocimiento lengua senias"
2295;"Escuela Lemos";"Universidad/Centro de Estudio";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2296;"Escuela N° 4-001 ";"Universidad/Centro de Estudio";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2297;"Escuela N° 4-106 IV Brigada Aérea";"Universidad/Centro de Estudio";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2298;"Escuela Pablo Nogués";"Universidad/Centro de Estudio";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2299;"Escuela Valentín Bonetti de Godoy Cruz";"Universidad/Centro de Estudio";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2300;"Espacio Cultural Julio Le Parc";"Centro Cultural";Mendoza;GUAYMALLEN;"Mitre y Godoy Cruz, Av. Mitre";;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2301;"Espacio de la Ciencia y la Tecnología (UNCuyo)";"Universidad/Centro de Estudio";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2302;"Espacio Verde Luis Menotti Pescarmona";"Predio Ferial";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2303;"Estadio Cubierto Dr. Vicente Polimeni";Estadio;Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2304;"Estadio Malvinas Argentinas";Estadio;Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2305;"Estadio Mendocino de Hockey sobre Césped";Estadio;Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2306;"Estadio Polimeni de Las Heras";Estadio;Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2307;"Estadio Vicente Polimeni";Estadio;Mendoza;"LAS HERAS";"Roca 401, Las Heras";;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2308;"Federación de Cooperativas Vitivinícolas";Auditorio/Sala;Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2309;"Fundación ProMendoza";Auditorio/Sala;Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2310;"Gimnasio Municipal Nº 3";"Club/Centro Deportivo";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2311;"Golf Club Andino";"Club/Centro Deportivo";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2312;"Grado de la Universidad";"Universidad/Centro de Estudio";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2313;"Hospital Carlos Pereyra";"Hospital/Centro Médico";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2314;"Hospital Central de Mendoza";"Hospital/Centro Médico";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2315;"Hospital Dr. H. Notti";"Hospital/Centro Médico";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2316;"Hospital Lagiomagionre";"Hospital/Centro Médico";Mendoza;MENDOZA;;;;;;;;;;;;2019-11-15;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2317;"Hospital Universitario Mendoza";"Hospital/Centro Médico";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2318;"Hotel Argentino";Hotel;Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2319;"Hotel de Turismo de Tupungato";Hotel;Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2320;"Hotel Diplomatic Mendoza";Hotel;Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2321;"Esplendor Hotel";Hotel;Mendoza;MAIPU;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2324;"Hotel Montañas Azules";Hotel;Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2327;"Hotel Pasambay";Hotel;Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2328;"Hotel Premium Tower";Hotel;Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2329;"Hotel Raíces Aconcagua";Hotel;Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2330;"Hotel Savoia";Hotel;Mendoza;GUAYMALLEN;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2332;"Hotel Svaoia";Hotel;Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2333;"Hotel Tower Mendoza ";Hotel;Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2334;"Hotel Villa Mansa";Hotel;Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2335;"Instituto de Desarrollo Industrial, Tecnológico y de Servicios (IDITS)";"Universidad/Centro de Estudio";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2336;"Instituto de Educación Superior (IES) 9-002";"Universidad/Centro de Estudio";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2337;"Instituto de Educación Superior (IES) 1-664";"Universidad/Centro de Estudio";Mendoza;MENDOZA;;;;;;;;;;;;2019-11-15;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2338;"Instituto de Histología y Embriología";Auditorio/Sala;Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2339;"Instituto de Medicina y Biología Experimental de Cuyo";Auditorio/Sala;Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2340;"Instituto Maipú de Educación Integral (IMEI)";"Universidad/Centro de Estudio";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2341;"Instituto Murialdo";"Universidad/Centro de Estudio";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2342;"Instituto Nacional de Tecnología Agropecuaria (INTA) - Mendoza Estación Experimental Agropecuaria (EEA)";"Universidad/Centro de Estudio";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2343;"Instituto Nacional de Vitivinicultura";Auditorio/Sala;Mendoza;MENDOZA;;;;;;;;;;;;2019-11-15;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2344;"Instituto Panamericano de Derecho Procesal";Auditorio/Sala;Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2345;"Instituto Rodeo del Medio";"Universidad/Centro de Estudio";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2346;"Instituto Superior Tecnológico ";"Universidad/Centro de Estudio";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2347;"Instituto Universitario de Seguridad Pública";"Universidad/Centro de Estudio";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2348;"Instituto Universitario Nacional del Arte";"Universidad/Centro de Estudio";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2349;"ISTEEC CENTRAL";"Universidad/Centro de Estudio";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2350;"Jardín Zoológico de Mendoza";"Aire libre";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2352;"Junta de Estudios Históricos de Mendoza";"Universidad/Centro de Estudio";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2353;"KIAM-TE Cacheuta";"Establecimiento Rural";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2354;"La Barraca Mall";"Shopping/Centro Comercial";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2355;"La Enoteca";"Bodega/Restaurante/Club Nocturno";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2356;"La Escuela de Negocios";"Universidad/Centro de Estudio";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2357;"Liceo Agrícola";"Universidad/Centro de Estudio";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2358;"Mediateca Manuel Belgrano";Biblioteca;Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2359;"Mendoza TIC Parque Tecnológico";"Predio Ferial";Mendoza;"GODOY CRUZ";"Rafael Cubillos 2100-2198";http://www.idits.org.ar/;;;;;;;;;;;-32.9397647,-68.8199537;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2360;"Microcine de Capital";Teatro/Cine;Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2361;"Ministerio de Cultura";Auditorio/Sala;Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2362;"Municipalidad de Godoy cruz";Auditorio/Sala;Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2363;"Municipalidad de Las Heras";Auditorio/Sala;Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2364;"Museo de Arte Moderno";Museo;Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2365;"Museo de la Educación de Mendoza";Museo;Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2366;"Museo del Vino";Museo;Mendoza;MENDOZA;;;;;;;;;;;;2019-11-15;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2367;"Museo Fader";Museo;Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2368;"Museo Municipal de Arte Moderno de Mendoza (MMAMM)";Museo;Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2369;"Museo Regional Americanista";Museo;Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2370;"myriam belfer";"Centro Cultural";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2371;"OSDE Mendoza";Auditorio/Sala;Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2372;"Parque Central";"Aire libre";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2373;"Parque de estudio";"Aire libre";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2374;"Parque General San Martín";"Aire libre";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2375;"Parque Metroplitano";"Aire libre";Mendoza;MAIPU;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2376;"Parque Raúl Alfonsín de Godoy Cruz";"Aire libre";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2377;"Parque San Vicente Godoy Cruz";"Aire libre";Mendoza;"GODOY CRUZ";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2378;"Parroquia Espíritu Santo";"Casa Religiosa/Iglesia";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2379;"Paseo Estación Cultural Ciudad";"Centro Cultural";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2380;"Paseo las Tipas";"Aire libre";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2381;"Paseo Villalonga";"Aire libre";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2382;"Plaza de Chacras";"Aire libre";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2383;"Plaza Independencia";"Aire libre";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2384;"Polideportivo Municipal";"Club/Centro Deportivo";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2385;"Polideportivo Nicolino Locche";"Club/Centro Deportivo";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2386;"Polideportivo Vicente Polimeni";"Club/Centro Deportivo";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2387;"Portal Alameda";"Aire libre";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2388;"Punta de Vaca";Auditorio/Sala;Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2389;"Rotary Club Dorrego";"Club/Centro Deportivo";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2390;"Salón de los Pasos Perdidos de la Legislatura";Auditorio/Sala;Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2391;"salón El Refugio";Auditorio/Sala;Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2392;"Salón Gran Milazzo";Auditorio/Sala;Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2393;"Salón Malvinas";Auditorio/Sala;Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2394;"Santa Cecilia";Auditorio/Sala;Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2395;"Sebastián Elías";Auditorio/Sala;Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2396;"Secretaría de Relaciones Internacionales e Integración Regional";Auditorio/Sala;Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2397;"Sindicato Luz y Fuerza";Auditorio/Sala;Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2398;"Sociedad Española de Tunuyán";Auditorio/Sala;Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2399;"Sociedad Psicoanalitica de Mendoza";Auditorio/Sala;Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2400;"Sofía Dalvian";Auditorio/Sala;Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2401;"Tabrnaculo de la Fe";"Casa Religiosa/Iglesia";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2402;"Teatro Gabriela Mistral";Teatro/Cine;Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2403;"Teatro Imperial";Teatro/Cine;Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2405;TMX;Auditorio/Sala;Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2406;"Unidad Ejecutiva de Seguridad Vial";Auditorio/Sala;Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2407;"Unión Comercial e Industrial de Mendoza (UCIM)";Auditorio/Sala;Mendoza;MENDOZA;"Patricias Mendocinas 1157, 5500 Mendoza";http://ucim.org.ar/;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2408;"Universidad Champagnat";"Universidad/Centro de Estudio";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2409;"Universidad de Mendoza (UM) - Facultad de Ciencias de la Salud";"Universidad/Centro de Estudio";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2410;"Universidad Juan Agustín Maza";"Universidad/Centro de Estudio";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2411;"Universidad Nacional de Cuyo (UNCUYO) (de baja)";"Universidad/Centro de Estudio";Mendoza;MENDOZA;;;;;;;;;;;;2019-11-19;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2412;"Universidad Nacional de Cuyo (UNCUYO) - Centro de Información y Comunicación";"Universidad/Centro de Estudio";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2413;"Universidad Nacional de Cuyo (UNCUYO) - Comedor Universitario";Auditorio/Sala;Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2414;"Universidad Nacional de Cuyo (UNCUYO) - Facultad de Arquitectura, Urbanismo y Diseño ";"Universidad/Centro de Estudio";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2415;"Universidad Nacional de Cuyo (UNCUYO) - Facultad de Artes y Diseño";"Universidad/Centro de Estudio";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2416;"Universidad Nacional de Cuyo (UNCUYO) - Facultad de Ciencias Agrarias";"Universidad/Centro de Estudio";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2417;"Universidad Nacional de Cuyo (UNCUYO) - Facultad de Ciencias Agrarias (de baja)";"Universidad/Centro de Estudio";Mendoza;MENDOZA;;;;;;;;;;;;2019-11-19;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2418;"Universidad Nacional de Cuyo (UNCUYO) - Facultad de Ciencias Aplicadas a la Industria";"Universidad/Centro de Estudio";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2419;"Universidad Nacional de Cuyo (UNCUYO) - Facultad de Ciencias Económicas";"Universidad/Centro de Estudio";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2420;"Universidad Nacional de Cuyo (UNCUYO) - Facultad de Ciencias Exactas y Naturales (FCEN)";"Universidad/Centro de Estudio";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2421;"Universidad Nacional de Cuyo (UNCUYO) - Facultad de Ciencias Jurídicas y Sociales";"Universidad/Centro de Estudio";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2422;"Universidad Nacional de Cuyo (UNCUYO) - Facultad de Ciencias Médicas";"Universidad/Centro de Estudio";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2423;"Universidad Nacional de Cuyo (UNCUYO) - Facultad de Ciencias Políticas";"Universidad/Centro de Estudio";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2424;"Universidad Nacional de Cuyo (UNCUYO) - Club de Deportes";"Club/Centro Deportivo";Mendoza;MENDOZA;"Centro Universitario. Parque General San Martín";http://deportes.uncuyo.edu.ar/;;;;;;;;;;;-32.8806728,-68.8816192;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2425;"Universidad Nacional de Cuyo (UNCUYO) - Facultad de Derecho";"Universidad/Centro de Estudio";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2426;"Universidad Nacional de Cuyo (UNCUYO) - Facultad de Educación Elemental y Especial";"Universidad/Centro de Estudio";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2427;"Universidad Nacional de Cuyo (UNCUYO) - Facultad de Filosofía y Letras";"Universidad/Centro de Estudio";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2428;"Universidad Nacional de Cuyo (UNCUYO) - Facultad de Ingeniería";"Universidad/Centro de Estudio";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2429;"Universidad Nacional de Cuyo (FO UNCUYO) - Facultad de Odontología";"Universidad/Centro de Estudio";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2430;"Universidad Tecnológica Nacional (UTN) - Facultad Regional Mendoza";"Universidad/Centro de Estudio";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2431;"Univesidad de Mendoza";"Universidad/Centro de Estudio";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2432;"Velódromo Provincial";"Universidad/Centro de Estudio";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
2433;"Villa deportiva";"Club/Centro Deportivo";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
3029;"Hotel Pasambay";Hotel;Mendoza;RIVADAVIA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
3030;"Instituto de Formación Docente y Técnica 9-006 Profesor Francisco Humberto Tolosa";"Universidad/Centro de Estudio";Mendoza;RIVADAVIA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
3031;"Plaza Bernardino Rivadavia";"Aire libre";Mendoza;RIVADAVIA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
3032;"Polideportivo Municipal";"Club/Centro Deportivo";Mendoza;RIVADAVIA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
3033;"Teatro Luis E. Bianchi";Teatro/Cine;Mendoza;RIVADAVIA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
3481;"Asociación Ganadera del Centro";Auditorio/Sala;Mendoza;"SAN CARLOS";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
3482;"Camping San Carlos";Otro;Mendoza;"SAN CARLOS";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
3483;"Hotel de Turismo de Tupungato";Hotel;Mendoza;"SAN CARLOS";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
3484;"Instituto de Educación Superior (IES) 9-010 Rosario Vera Peñaloza";"Universidad/Centro de Estudio";Mendoza;"SAN CARLOS";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
3485;"Instituto de Educación Superior (IES) 9-015";"Universidad/Centro de Estudio";Mendoza;"SAN CARLOS";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
3486;"Instituto Nacional de Tecnología Agropecuaria (INTA) - San Carlos Estación Experimental Agropecuaria (EEA)";"Universidad/Centro de Estudio";Mendoza;"SAN CARLOS";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
3487;"Predo ferial Pareditas";"Predio Ferial";Mendoza;"SAN CARLOS";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
3488;"Unión Vecinal La Consulta";Auditorio/Sala;Mendoza;"SAN CARLOS";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
3801;"Alto del Algarrobal";"Predio Ferial";Mendoza;"SAN RAFAEL";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
3802;"Biblioteca Popular Mariano Moreno";Biblioteca;Mendoza;"SAN RAFAEL";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
3803;Camping;Otro;Mendoza;"SAN RAFAEL";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
3804;"Camping del Club de Pescadore";Otro;Mendoza;"SAN RAFAEL";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
3805;"Centro de Congresos y Exposiciones Alfredo Bufano";"Centro de Convenciones";Mendoza;"SAN RAFAEL";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
3806;"Centro de Congresos y Exposiciones de San Rafael";"Centro de Convenciones";Mendoza;"SAN RAFAEL";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
3807;"Centro de Información y Comunicación de la Universidad Nacional de Cuyo (CICUNC)";"Universidad/Centro de Estudio";Mendoza;"SAN RAFAEL";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
3808;"Centro integrador comuintario Semillas de Cambio de San Rafael";Auditorio/Sala;Mendoza;"SAN RAFAEL";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
